299,error,72,N.C.P.E. SANTA ROSA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 245 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],51867241.5785,51867241.5785,,
300,error,24,N.C.P.E. VALENTIN GOMEZ FARIAS,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 246 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],14506478.5313,14506478.5313,,
301,error,11,NCPE. VICENTE LOMBARDO T.,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 247 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],11521862.7458,11521862.7458,,
302,error,25,N.C.P.E VILLAMAR,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 248 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],7617579.7852,7617579.7852,,
303,error,18,NCPE. X-TAMPAK,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 249 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],47342463.4390,47342463.4390,,
304,error,57,NCPE ZONA CHICLERA LAS MARAVILLAS,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 250 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],33220899.0582,33220899.0582,,
305,error,79,NICOLAS BRAVO,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 251 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],18342220.7373,18342220.7373,,
306,error,9,NILCHI,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 252 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],40209685.1581,40209685.1581,,
307,error,28,NOHAKAL,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 253 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],97488029.5653,97488029.5653,,
308,error,11,NOHALAL,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 254 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],45768296.3101,45768296.3101,,
309,error,56,NUEVA ESPERANZA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 255 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],16470527.7163,16470527.7163,,
310,error,52,NUEVO BECAL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 256 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],511339466.8286,511339466.8286,,
311,error,34,NUEVO CAMPANARIO,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 257 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],34923472.8117,34923472.8117,,
312,error,46,NUEVO CANUTILLO SAN MANUEL,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 258 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],13480027.1435,13480027.1435,,
313,error,46,NUEVO CANUTILLO SAN MANUEL,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 258 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],8188132.4731,8188132.4731,,
314,error,0,NUEVO DURANGO,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 259 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],56701498.7936,56701498.7936,,
315,error,99,NUEVO MICHOACAN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 260 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],50341171.9723,50341171.9723,,
316,error,37,NUEVO PARAISO,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 261 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],13127124.7078,13127124.7078,,
317,error,67,NUEVO PROGRESO,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 262 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],47951991.3040,47951991.3040,,
318,error,67,NUEVO PROGRESO,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 262 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],37148346.4182,37148346.4182,,
319,error,49,NUEVO PROGRESO,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 263 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],29381901.0730,29381901.0730,,
320,error,16,NUEVO PROGRESO II,ejido,4,2510,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 264 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],16024932.7476,16024932.7476,,
321,error,109,OJO DE AGUA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 265 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],13426205.4547,13426205.4547,,
322,error,30,OXA,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 266 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],18450272.1562,18450272.1562,,
323,error,73,OXCABAL,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 267 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],5519130.6643,5519130.6643,,
324,error,73,OXCABAL,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 267 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],21421638.7931,21421638.7931,,
325,error,18,PABLO GARCIA,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 268 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],113713514.1605,113713514.1605,,
326,error,52,PABLO TORRES BURGOS,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 269 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],28363220.1313,28363220.1313,,
327,error,102,PAC-CHEN,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 270 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],42328273.7799,42328273.7799,,
328,error,11,PACHUITZ,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 271 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],224794946.1099,224794946.1099,,
329,error,11,PACHUITZ,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 271 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],36863392.4672,36863392.4672,,
330,error,4,PALIZADA,ejido,4,2508,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 272 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],88025813.2176,88025813.2176,,
331,error,22,PARAISO,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 273 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],39257594.5170,39257594.5170,,
332,error,15,PARAISO NUEVO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 274 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],11132375.1793,11132375.1793,,
333,error,15,PARAISO NUEVO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 274 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],9389063.7839,9389063.7839,,
334,error,8,PEJELAGARTO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 275 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],54579510.7708,54579510.7708,,
335,error,8,PEJELAGARTO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 275 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],14780707.3184,14780707.3184,,
336,error,20,PENJAMO,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 276 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],32744634.5812,32744634.5812,,
337,error,26,PICH,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 277 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],51588183.4546,51588183.4546,,
338,error,26,PICH,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 277 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],802290815.4017,802290815.4017,,
339,error,52,PIXOYAL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 278 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],1973091.6428,1973091.6428,,
340,error,52,PIXOYAL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 278 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],228869938.6102,228869938.6102,,
341,error,77,PLAN DE AYALA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 279 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],29146375.9534,29146375.9534,,
342,error,5,POCBOC,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 280 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],80929959.3946,80929959.3946,,
343,error,5,POCBOC,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 280 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],38370543.3430,38370543.3430,,
344,error,15,POCYAXUM,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 281 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],40894886.8996,40894886.8996,,
345,error,2,POMUCH,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 282 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],5033704.6477,5033704.6477,,
346,error,2,POMUCH,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 282 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],177805540.1574,177805540.1574,,
347,error,2,POMUCH,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 282 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],777426976.6910,777426976.6910,,
348,error,56,PROF. GRACIANO SANCHEZ,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 283 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],38081248.6060,38081248.6060,,
349,error,9,PUCNACHEN,ejido,4,2502,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 284 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],58866688.8846,58866688.8846,,
350,error,20,PUEBLA DE MORELIA,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 285 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20965908.3406,20965908.3406,,
351,error,12,PUEBLO NUEVO,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 286 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20482434.0961,20482434.0961,,
352,error,70,PUERTO RICO,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 287 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],5704860.6420,5704860.6420,,
353,error,70,PUERTO RICO,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 287 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],2415576.8593,2415576.8593,,
354,error,98,PUNTA XEN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 288 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],7777485.3583,7777485.3583,,
355,error,98,PUNTA XEN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 288 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],2144314.0941,2144314.0941,,
356,error,98,PUNTA XEN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 288 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],5746295.2810,5746295.2810,,
357,error,9,PUSTUNICH,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 289 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],64420303.4185,64420303.4185,,
358,error,9,PUSTUNICH,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 289 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],246004043.3061,246004043.3061,,
359,error,7,RAMON CORONA,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 290 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],36381610.6070,36381610.6070,,
360,error,20,RANCHOO XCALOT AKAL,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 291 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],277134.0870,277134.0870,,
361,error,20,RANCHOO XCALOT AKAL,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 291 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],32552823.5329,32552823.5329,,
362,error,34,RANCHO SOSA,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 292 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],13079001.8283,13079001.8283,,
363,error,46,REVOLUCION,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 293 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],54629089.1039,54629089.1039,,
364,error,6,RIBERA DE LA CORRIENTE,ejido,4,2508,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 294 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],14415907.4165,14415907.4165,,
365,error,72,SABANCUY,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 295 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],465940894.0830,465940894.0830,,
366,error,2,SAMBULA,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 296 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],1574242.7925,1574242.7925,,
367,error,2,SAMBULA,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 296 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],21315267.2610,21315267.2610,,
368,error,2,SAMBULA,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 296 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],947994.6335,947994.6335,,
369,error,2,SAMBULA,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 296 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],2642884.5390,2642884.5390,,
